,BoliInfectioase,Tuberculoza,Tumori,BoliEndocrine,Diabet,TulbMentale,SistNervORL,ApCirculator,BoalaIschemica,BoliCerebroVasculare,BRespiratorii,BDigestive,BGenitoUrinar,SarcinaNastere,MalfCongenitale,Accidente,AlteCauze
BoliInfectioase,237.34923330514317,7.37924943753332,-43.29616340114728,-44.60965308905626,-47.19910140504841,-6.789793173784422,8.839402891902967,-232.99766936673748,66.76652495392955,-139.1003288168535,-7.44197009066636,-59.61054387918845,-32.94376435332592,-0.12066724569091497,2.439789237560247,1.0221976972927784,36.02890743824572
Tuberculoza,7.37924943753332,6.012890974469466,11.966604923358176,-5.389743509518695,-5.093855487275201,-0.21775946540555602,2.8510660593425645,144.36806030357513,34.02421589520181,39.724678953475355,6.281491857672307,17.900227534531506,-1.0398468019159113,0.011958730341464805,-0.2587714338279554,8.565378987859733,5.038596691053043
Tumori,-43.29616340114728,11.966604923358176,1320.297218181014,82.88282654854687,90.16419884958069,-6.8997120134883145,73.7268579297733,2442.8631553982964,675.1406590439859,761.3001894646756,352.0278484946995,375.79176387227574,24.714717561128122,-0.0023295321123163793,-1.4796194296009695,233.4558138842135,18.27672182900252
BoliEndocrine,-44.60965308905626,-5.389743509518695,82.88282654854687,199.34208884972895,197.54169408734745,10.416696978890792,50.03909813016728,206.2160049127119,-89.8755743467373,68.00907839277022,92.00793145698869,73.40719967158692,-0.5128860003832317,0.040839486312156274,1.0776695843499675,21.906781233522928,-16.124248937237233
Diabet,-47.19910140504841,-5.093855487275201,90.16419884958069,197.54169408734745,197.95723871765935,8.243014985610209,48.48183486073659,228.47619556389122,-87.45677781413093,82.8840214833669,92.15302027080266,66.62632822905734,0.5883172739383596,0.053935421479661426,0.6126158442200078,21.877795911156753,-19.02039667111092
TulbMentale,-6.789793173784422,-0.21775946540555602,-6.8997120134883145,10.416696978890792,8.243014985610209,11.113279752099924,6.3053251434601405,94.33576730770044,-41.012646573411324,19.20921902069977,1.0751602301363181,20.41149786419165,0.13218221318417667,0.03787115225303224,0.5869215445231951,8.463573414981553,2.5384673161869418
SistNervORL,8.839402891902967,2.8510660593425645,73.7268579297733,50.03909813016728,48.48183486073659,6.3053251434601405,166.8710662101573,-250.34753611413214,-181.41138030721044,-190.01900260907746,120.5672386532015,41.097260827598895,6.46122826046304,0.0025916926284548867,-0.6728806044805821,5.690134901279463,10.294686885649122
ApCirculator,-232.99766936673748,144.36806030357513,2442.8631553982964,206.2160049127119,228.47619556389122,94.33576730770044,-250.34753611413214,23669.274628759922,2427.299808163089,10052.148365115418,933.4644049823298,1613.8949953061351,-26.62475281480756,2.029019887396167,-10.830386949902946,775.5072536429144,-249.72762393285834
BoalaIschemica,66.76652495392955,34.02421589520181,675.1406590439859,-89.8755743467373,-87.45677781413093,-41.012646573411324,-181.41138030721044,2427.299808163089,5506.629198339729,-183.9383456000182,239.88324214221137,-66.50672493061674,42.21183222180703,1.4693523547901544,19.943332003295875,173.02672103596998,110.81012648474695
BoliCerebroVasculare,-139.1003288168535,39.724678953475355,761.3001894646756,68.00907839277022,82.8840214833669,19.20921902069977,-190.01900260907746,10052.148365115418,-183.9383456000182,6311.3674322973875,164.18631999120973,682.2455044844716,-71.61962180863404,0.48355022629774297,-13.282858284024393,248.90311899978923,-206.5610611040091
BRespiratorii,-7.44197009066636,6.281491857672307,352.0278484946995,92.00793145698869,92.15302027080266,1.0751602301363181,120.5672386532015,933.4644049823298,239.88324214221137,164.18631999120973,568.4229408192414,227.5828885934335,21.096101690447234,0.14567042091727062,1.7886870058098374,124.22685621429257,52.59075805320183
BDigestive,-59.61054387918845,17.900227534531506,375.79176387227574,73.40719967158692,66.62632822905734,20.41149786419165,41.097260827598895,1613.8949953061351,-66.50672493061674,682.2455044844716,227.5828885934335,546.9521808436448,0.8731098986468376,0.024137080563893784,1.398385449679044,201.8289815652818,40.60118455371001
BGenitoUrinar,-32.94376435332592,-1.0398468019159113,24.714717561128122,-0.5128860003832317,0.5883172739383596,0.13218221318417667,6.46122826046304,-26.62475281480756,42.21183222180703,-71.61962180863404,21.096101690447234,0.8731098986468376,152.45330321521442,0.14243903006541034,-0.5077954970740841,-23.586663913031266,9.233206402326104
SarcinaNastere,-0.12066724569091497,0.011958730341464805,-0.0023295321123163793,0.040839486312156274,0.053935421479661426,0.03787115225303224,0.0025916926284548867,2.029019887396167,1.4693523547901544,0.48355022629774297,0.14567042091727062,0.024137080563893784,0.14243903006541034,0.0034121624576495323,0.011813986185645378,0.08267397992687937,-0.02954511758297828
MalfCongenitale,2.439789237560247,-0.2587714338279554,-1.4796194296009695,1.0776695843499675,0.6126158442200078,0.5869215445231951,-0.6728806044805821,-10.830386949902946,19.943332003295875,-13.282858284024393,1.7886870058098374,1.398385449679044,-0.5077954970740841,0.011813986185645378,0.6277751608871855,2.830496375464915,1.9576222541659674
Accidente,1.0221976972927784,8.565378987859733,233.4558138842135,21.906781233522928,21.877795911156753,8.463573414981553,5.690134901279463,775.5072536429144,173.02672103596998,248.90311899978923,124.22685621429257,201.8289815652818,-23.586663913031266,0.08267397992687937,2.830496375464915,169.12308283069657,17.290491072590115
AlteCauze,36.02890743824572,5.038596691053043,18.27672182900252,-16.124248937237233,-19.02039667111092,2.5384673161869418,10.294686885649122,-249.72762393285834,110.81012648474695,-206.5610611040091,52.59075805320183,40.60118455371001,9.233206402326104,-0.02954511758297828,1.9576222541659674,17.290491072590115,57.81047704991572
